provider_id,user_id,location_id,cancellation_rate,response_time
8589,14752,58,11.83,27.4
8590,19389,58,5.15,56.8
8591,16911,58,0,73.7
8592,29350,58,9.69,39.5
8593,14159,58,8.83,50.5
8594,21031,58,9.54,8.8
8595,25418,58,7.65,59.5
8596,5915,58,11.58,3.8
8597,23596,58,8.03,43.9
8598,20450,58,9.81,43.1
8599,17624,58,1.68,48
8600,24289,58,0.84,85.4
8601,18354,58,10.87,48.7
8602,18922,58,6.36,44.8
8603,29200,58,12.9,37.4
8604,7692,58,3.69,43
8605,28001,58,11.54,128
8606,15079,58,13.01,38.9
8607,13931,58,1.99,18.2
8608,12795,58,10.19,63.1
8609,6211,58,4.21,29.5
8610,23557,58,9.01,19.9
8611,25292,58,2.4,39.6
8612,7730,58,7.34,28.8
8613,25979,58,11.36,9.6
8614,18854,58,9.23,19.3
8615,29516,58,1.66,90.1
8616,25108,58,18.1,45.4
8617,4009,58,9.69,27.2
8618,12643,58,8.49,34.8
8619,1292,58,12.55,56.4
8620,21065,58,7.39,35.7
8621,22376,58,10.69,35
8622,104,58,8.25,45.9
8623,4052,58,3.75,57.8
8624,12974,58,10.41,27.9
8625,8008,58,4.44,60.8
8626,11685,58,11.08,31.6
8627,18474,58,15.53,39.9
8628,18334,58,4.7,51.5
8629,6223,58,8.95,36
8630,21678,58,0,36.4
8631,23511,58,7.78,52.4
8632,20556,58,0,27.4
8633,26839,58,10.24,70.5
8634,20147,58,8.12,61.9
8635,7676,58,8.35,24.6
8636,14288,58,15.68,16.7
8637,29693,58,5.23,79
8638,1230,58,0,32.6
8639,24263,58,6.39,30.8
8640,25471,58,12.44,4.1
8641,10893,58,10.46,12.6
8642,26562,58,15.64,63
8643,15570,58,8.75,29
8644,5593,58,12.7,81.3
8645,16471,58,11.67,35.8
8646,11324,58,6.72,47.5
8647,19241,58,14.16,42.8
8648,17971,58,0,7.6
8649,19654,58,12.57,55.7
8650,8818,58,0,57.1
8651,18644,58,9.16,67.3
8652,5405,58,9.48,22.4
8653,14953,58,3.94,29.6
8654,29767,58,1.89,37.4
8655,16497,58,19.33,45
8656,18878,58,8.65,37
8657,25941,58,2.15,66.1
8658,17072,58,4.68,56.4
8659,22531,58,20.54,89.8
8660,10959,58,12.95,20.3
8661,3589,58,0,27.8
8662,26643,58,8.7,61
8663,5132,58,1.66,36.1
8664,280,58,5.25,19.5
8665,29728,58,6.29,1
8666,109,58,9.13,31.5
8667,12990,58,13.87,75.8
8668,17000,58,16.24,48.1
8669,1142,58,0,51.7
8670,250,58,21.79,32.9
8671,2139,58,5.66,47.9
8672,8799,58,2.55,1.8
8673,6094,58,5.01,42.8
8674,23317,58,7.54,52.9
8675,13085,58,16.86,52
8676,14763,58,13.42,15.5
8677,17363,58,3.2,21.8
8678,27276,58,1.7,97.7
8679,24779,58,8.91,38
8680,27917,58,7.29,16.2
8681,16899,58,8.65,38.7
8682,21044,58,8.03,21.8
8683,8997,58,0,26.7
8684,10913,58,12.89,56.2
8685,9808,58,9.66,60.6
8686,26798,58,4.27,50.4
8687,5156,58,9.7,33.5
8688,27577,58,11.54,24.3
8689,19321,58,7.5,19.5
8690,6942,58,7.21,62
8691,5474,58,2.29,59.2
8692,20089,58,9.43,18.4
8693,3862,58,0,16
8694,29894,58,5.22,43
8695,16651,58,5.98,79.2
8696,8996,58,12.04,65.3
8697,20030,58,12.16,96.8
8698,27715,58,13.72,55.7
8699,25810,58,0.21,33.1
8700,2492,58,9.2,38.6
8701,25154,58,2.33,55.1
8702,27906,58,5.92,54.2
8703,19238,58,18.18,50.3
8704,1646,58,14.92,28.5
8705,12256,58,7.5,58.3
8706,3044,58,7.57,65.9
8707,16977,58,6.69,69.3
8708,2811,58,14.34,58
8709,19496,58,11.59,31.5
8710,9307,58,6.42,59.5
8711,9311,58,2.9,42.6
8712,16318,58,3.86,40.4
8713,11507,58,7.63,42.7
8714,28260,58,4.11,65.9
8715,27519,58,15.94,1
8716,27593,58,5.11,46.7
8717,207,58,0,77.1
8718,19775,58,10.63,24.4
8719,28098,58,0,94.4
8720,12142,58,7.55,25.8
8721,7291,58,16.4,84.2
8722,13130,58,3.15,16.6
8723,21317,58,8.11,42.5
8724,28690,58,14.56,6.9
8725,26749,58,8.98,54.6
8726,24852,58,8.45,86.4
8727,4886,58,4.14,16.9
8728,8014,58,6.45,63.1
8729,8663,58,5.51,95.2
8730,1862,58,7.17,88.7
8731,27581,58,13.94,14.5
8732,7156,58,11.59,88.5
8733,11567,58,9.61,100.8
8734,23226,58,7.58,50.8
8735,15170,58,15.57,20.1
8736,19901,58,8.86,18.5
8737,6614,58,11.06,69.3
8738,24343,58,6.89,37.8
8739,28505,58,5.01,37.2
8740,10506,58,11.87,47.7
8741,21276,58,12.04,44.4
8742,29446,58,4.5,32.7
8743,18691,58,8.71,69
8744,11690,58,1.83,19.4
8745,1829,58,20.34,65.8
8746,98,58,7.43,44.8
8747,11905,58,15.38,24.3
8748,11486,58,4.28,42.6
8749,3207,58,4.65,28.6
8750,9881,58,10.18,32.4
8751,13743,58,0.41,67.4
8752,3879,58,3.5,9
8753,7048,58,7.53,38.9
8754,1885,58,11.92,94.7
8755,3092,58,8.86,40
8756,28196,58,8.03,32.2
8757,5494,58,1.26,46.3
8758,23969,59,4.76,60.1
8759,26337,59,14.63,37.9
8760,12740,59,8.55,19.9
8761,11021,59,15.67,69.3
8762,8880,59,17.83,28.5
8763,5958,59,11.7,18.9
8764,12340,59,13.24,38.2
8765,12577,59,14.37,34.7
8766,14566,59,12.04,11.8
8767,18730,59,16.4,57.1
8768,17504,59,10.99,16.3
8769,23722,59,12.68,36.9
8770,6548,59,3.7,1
8771,1507,59,4.73,58.7
8772,11262,59,13.39,63.3
8773,11241,59,14.94,46.3
8774,7053,59,1.7,1
8775,18887,59,6.15,53.8
8776,18804,59,3.37,10.1
8777,13886,59,3.79,57
8778,22271,59,18.61,44.5
8779,12726,59,10.54,48.9
8780,9711,59,0.64,29.1
8781,22286,59,7.08,13
8782,27065,59,6.25,14.4
8783,29989,59,16.58,56
8784,169,59,3.29,56.4
8785,11003,59,8.54,93.3
8786,29951,59,2.07,3.3
8787,19592,59,0,44.1
8788,11560,59,3.39,87.9
8789,29113,59,7.33,65.9
8790,6428,59,7.53,79.3
8791,23384,59,6.45,20.5
8792,21394,59,12.55,59
8793,23886,59,11.82,39.9
8794,22667,59,5.62,65.3
8795,11144,59,11.46,73.8
8796,12313,59,1.31,85
8797,698,59,4.66,64.4
8798,27954,59,2.68,90.7
8799,20393,59,13.22,77.8
8800,9642,59,1.75,59.5
8801,110,59,0,28.9
8802,23398,59,8.75,1
8803,10517,59,11.96,36.2
8804,778,59,12.85,80.3
8805,9085,59,10.58,75.4
8806,25638,59,12.09,14.2
8807,286,59,8.11,63.1
8808,7913,59,9.8,47.6
8809,13198,59,0,54.2
8810,9683,59,6.67,55.2
8811,15985,59,16.57,53.1
8812,11427,59,11.44,91.8
8813,16761,59,10.22,106
8814,16312,59,0,61.9
8815,19124,59,0,3.1
8816,4015,59,11.29,78.4
8817,7750,59,7.77,61.1
8818,16944,59,11.24,68.3
8819,19658,59,11.43,61.5
8820,27368,59,13.05,15.6
8821,13070,59,5.24,38.8
8822,13419,59,7.42,9.4
8823,16686,59,13.87,87.7
8824,654,59,8.69,96.4
8825,11972,59,11.45,106.5
8826,24615,59,8.15,105.8
8827,9222,59,10.04,87.6
8828,666,59,2.85,46
8829,8856,59,11.72,88.8
8830,23613,59,13.03,34.4
8831,519,59,15.01,27.7
8832,25514,59,14.15,21.1
8833,21145,59,5.03,33.4
8834,22123,59,5.31,58.6
8835,20658,59,1.54,66.9
8836,9637,59,13.86,64.3
8837,22626,59,0,21.9
8838,5217,59,12.93,50.6
8839,3997,59,10.19,27.1
8840,20918,59,0,41.2
8841,5822,59,8.84,34
8842,11454,59,10.77,54.5
8843,20166,59,11.38,82.5
8844,14539,59,3.65,27.8
8845,10456,59,8.19,28.9
8846,7687,59,4.13,50
8847,2212,59,8.75,55.4
8848,28988,59,5.68,21.8
8849,10116,59,9.46,66.8
8850,28707,59,5.77,54.4
8851,17987,59,7.91,34.6
8852,9169,59,0,48
8853,16921,59,12.88,75.5
8854,16214,59,16.49,77.1
8855,26492,59,5.61,55.9
8856,27003,59,8.99,70.8
8857,8777,59,0,69.4
8858,10031,59,11.51,56.6
8859,1918,59,17.07,58.9
8860,2333,59,7.13,17.3
8861,21166,59,11.67,28.1
8862,3575,59,11,48.4
8863,11786,59,10.9,80.1
8864,27816,59,3.93,37.3
8865,492,59,9.41,27.5
8866,693,59,7.25,50.1
8867,3958,59,9.08,40.8
8868,7328,59,17.17,33.2
8869,22141,59,20.7,36.4
8870,29298,59,21.05,1
8871,9112,59,0.63,72
8872,512,59,14.93,24
8873,18193,59,9.19,43.1
8874,19266,59,11.1,86.3
8875,12369,59,3.09,66.6
8876,15821,59,15.8,1
8877,831,59,14.36,89
8878,10930,59,17.68,37.2
8879,3421,59,14.25,29.2
8880,23996,59,0.38,62
8881,24808,59,10.42,48.8
8882,18408,59,4.81,50.9
8883,115,59,7.53,70.1
8884,15074,59,6.61,64.9
8885,22418,59,12.96,84.6
8886,18633,59,3.95,96.6
8887,27884,59,8.76,54.3
8888,27886,59,13.5,1
8889,4248,59,9.65,35.1
8890,1367,59,8.34,36.2
8891,4625,59,8.31,60
8892,25225,59,7.29,20.4
8893,1154,59,7.48,38.6
8894,19247,59,4.6,60
8895,26918,59,3.09,47.5
8896,11043,59,7.81,57.9
8897,501,59,10.69,3.3
8898,23050,59,8.14,35.4
8899,22497,59,8.78,39.6
8900,18181,59,13.84,9
8901,28552,59,6.23,51.1
8902,2125,59,8.02,54.5
8903,25691,59,12.4,67.5
8904,29178,59,0,84.1
8905,2192,59,3.42,52.9
8906,7094,59,8.9,43.1
8907,26141,59,13.27,59.3
8908,394,59,17.08,49
8909,8687,59,16.32,41.1
8910,5537,59,11.17,38.8
8911,25001,59,16.04,57.4
8912,25897,59,8.72,31.4
8913,5810,59,6.42,31.6
8914,5496,59,8.12,62.9
8915,21181,59,0,37
8916,20740,59,10.03,46
8917,21356,59,0.58,36.9
8918,9824,59,12.1,49.4
8919,10578,59,10.83,62.6
8920,29190,59,14.25,80.1
8921,26946,59,1.21,47.5
8922,15144,59,11.54,28.8
8923,485,59,4.02,40.1
8924,1359,59,3.33,25.5
8925,16635,60,12.05,30.3
8926,5506,60,8.46,77.3
8927,29908,60,0,44.5
8928,12883,60,7.96,31.6
8929,12215,60,7.82,93.8
8930,23250,60,16.55,61.7
8931,13165,60,10.7,61.9
8932,24037,60,16.43,44.9
8933,16976,60,13.19,104.6
8934,175,60,6.62,62.7
8935,27057,60,9.42,4.6
8936,4433,60,15.31,38.1
8937,27619,60,9.22,32.4
8938,4108,60,10.28,62.4
8939,27315,60,11.23,51
8940,1172,60,12.28,23.5
8941,11592,60,16.22,1
8942,4853,60,14.19,17.2
8943,26977,60,3.09,1
8944,12881,60,6.69,106.9
8945,6804,60,5.59,1
8946,4753,60,2.19,8.1
8947,23073,60,4.59,35.6
8948,15167,60,1.5,67
8949,5406,60,23.5,22.3
8950,1039,60,12.13,41
8951,28251,60,5.65,26.2
8952,18263,60,6.89,68.7
8953,13540,60,3.08,9
8954,27056,60,13.72,26.8
8955,2549,60,5.61,42.2
8956,17156,60,0,79.1
8957,251,60,10.52,65.5
8958,9703,60,9.29,88.7
8959,20055,60,8.78,48.2
8960,19792,60,11.23,27.9
8961,3607,60,16.88,1
8962,13485,60,6.88,44.8
8963,16462,60,3.05,1
8964,18985,60,8.75,10.7
8965,27360,60,10.33,58.5
8966,7700,60,8.39,53.9
8967,29756,60,9.68,60.8
8968,22175,60,8.81,38.1
8969,21578,60,6.04,55.5
8970,17306,60,11.07,41.2
8971,17092,60,8.39,26.7
8972,28540,60,11.64,32.8
8973,13808,60,10.09,25
8974,18020,60,11.74,30.8
8975,6733,60,6.5,28.9
8976,1624,60,14.32,54.6
8977,23315,60,0.87,33.8
8978,20504,60,12.76,65.1
8979,12414,60,5.9,36.5
8980,6203,60,12.6,38.6
8981,20989,60,6.35,31.2
8982,25316,60,13.63,12.7
8983,3175,60,15.34,35.4
8984,19632,60,11.47,43.6
8985,24842,60,6,10.4
8986,10734,60,4.61,54
8987,2919,60,10.1,78.9
8988,9780,60,6.26,57.5
8989,7174,60,13.47,39.9
8990,24077,60,14.87,22.9
8991,26515,60,3.42,76
8992,5092,60,10.14,23.7
8993,3494,60,7.85,43.4
8994,7918,60,0,54.4
8995,11712,60,8.35,53.4
8996,28165,60,5.42,49.7
8997,13971,60,8.6,71.5
8998,5685,60,8.48,51.6
8999,15611,60,3.15,8
9000,4570,60,5.08,119.6
9001,499,60,11.53,62.4
9002,21943,60,5.8,1
9003,124,60,5.74,32.7
9004,14680,60,1.94,17.5
9005,2109,60,15.22,12
9006,5647,60,11.56,54.8
9007,9544,60,6.98,45.2
9008,24936,60,13.85,68.9
9009,21738,60,9.24,26.1
9010,18203,60,4.18,86.8
9011,6880,60,1.74,29.7
9012,2992,60,3.13,34.4
9013,24174,60,8.65,51.3
9014,23994,60,14.84,1
9015,22645,60,5.49,65.9
9016,22002,60,11.01,48.4
9017,5272,60,3.53,1
9018,16372,60,11.73,79.3
9019,9423,60,12.57,65.2
9020,2054,60,7.51,42.5
9021,22767,60,1.91,68.9
9022,22292,60,14.89,17.7
9023,13190,60,3.05,91.6
9024,24628,60,6.03,37.6
9025,27193,60,9.53,24.1
9026,26902,60,6.07,23.2
9027,15062,60,10.6,40.3
9028,9333,60,10.56,30.5
9029,8780,60,8.52,62.4
9030,21957,60,11.93,68.5
9031,9420,60,13.79,1
9032,16086,60,3.64,3.5
9033,8570,60,9.97,29.2
9034,23711,60,6.75,41.9
9035,13951,60,16.85,55.6
9036,2554,60,5.48,47.3
9037,19216,60,4.96,39.2
9038,18679,60,3.49,42.6
9039,21690,60,13.08,69.4
9040,26900,60,8.09,56.2
9041,7046,60,7.75,80.8
9042,8969,60,9.25,1
9043,8862,60,9.31,42.3
9044,13645,60,0.12,80.8
9045,839,60,0,28.3
9046,22039,60,10.17,42.1
9047,1402,60,2.68,43
9048,14007,60,8.05,48.1
9049,19796,60,9.69,73.3
9050,14541,60,10.16,26.3
9051,28582,60,6.92,41.8
9052,10068,60,7.76,22.9
9053,11841,60,13.84,45.8
9054,4986,60,11.68,45.2
9055,1085,60,8.65,13.4
9056,8921,60,16.05,35.6
9057,25216,60,7.85,6.5
9058,414,60,10.72,1
9059,9303,60,10.64,82.6
9060,20964,60,7.66,57.3
9061,1766,60,0.54,38.8
9062,11276,60,5.96,1
9063,8205,60,14.75,70.4
9064,13581,60,8.52,111.8
9065,9933,60,3.5,48.6
9066,12831,60,1.07,45.5
9067,9680,60,4.81,80.5
9068,12098,60,4.85,33.7
9069,27512,60,12.43,10.3
9070,22977,60,4.88,3.3
9071,16476,60,14.8,70.4
9072,17752,60,12.36,43.3
9073,21261,60,11.48,62.4
9074,5329,61,7.83,81.3
9075,9951,61,5.56,26.8
9076,9934,61,0.84,38.5
9077,28006,61,8,61.1
9078,17416,61,11.62,54
9079,28411,61,7.38,24.4
9080,4005,61,13.24,19.3
9081,10509,61,6.91,64.6
9082,26194,61,4.48,64
9083,12931,61,1.16,46.7
9084,16965,61,6.98,53.2
9085,28325,61,2.32,78.2
9086,12693,61,0.12,46.8
9087,29929,61,3.52,74.4
9088,26010,61,6.23,11.1
9089,7099,61,6.54,73.1
9090,23598,61,0,25.4
9091,21616,61,6.68,75.1
9092,18244,61,14.57,63.7
9093,13670,61,0,45.1
9094,4720,61,1.33,50.5
9095,24253,61,9.17,32.4
9096,25432,61,3.16,63
9097,3952,61,15.61,43.7
9098,17996,61,2.78,43.7
9099,14344,61,12.82,21.8
9100,21752,61,13.65,77.3
9101,21428,61,4.14,66.3
9102,874,61,8.96,11.9
9103,26683,61,12.61,108.4
9104,8231,61,2.34,8.8
9105,28181,61,8.74,46.1
9106,10380,61,15.7,33
9107,14740,61,12.05,51.3
9108,16939,61,7.57,46.4
9109,5642,61,4.88,19.5
9110,6915,61,6.33,64.6
9111,12800,61,13.92,66.6
9112,17204,61,11.55,65.4
9113,20933,61,8.65,21
9114,5270,61,8.46,59.4
9115,1604,61,10.15,37.8
9116,12158,61,1.61,105.7
9117,28535,61,12.05,75.5
9118,5335,61,11.82,25.7
9119,13432,61,5.95,40.8
9120,23962,61,0.55,54.1
9121,20210,61,11.96,94.3
9122,23604,61,7.62,42
9123,29735,61,9.46,34.6
9124,13874,61,5.92,69.4
9125,26043,61,2.48,83
9126,10028,61,11.76,51.6
9127,5590,61,2.05,98.9
9128,540,61,12.1,31.5
9129,19596,61,11.22,1
9130,9140,61,7.52,58.9
9131,11873,61,3.1,29.9
9132,20495,61,6.18,44.8
9133,15067,61,16.45,75
9134,16673,61,4.3,66.6
9135,8477,61,2.92,52.9
9136,8666,61,10.01,60.1
9137,7880,61,12.61,47.9
9138,23690,61,2.6,13.6
9139,21522,61,12.85,2.7
9140,24338,61,10.5,69.3
9141,9298,61,2.56,50.5
9142,29849,61,11.32,29.2
9143,5560,61,11.12,38
9144,15526,61,12.52,42.2
9145,16363,61,14.79,19.5
9146,28342,61,5.21,25.1
9147,712,61,11.58,17.8
9148,7361,61,4.85,81.3
9149,2622,61,6.29,39.1
9150,19849,61,5.35,52.9
9151,22546,61,11.83,53.3
9152,16345,61,5.97,36.2
9153,8839,61,6.31,54.6
9154,9081,61,16.42,98.1
9155,20606,61,0.75,105.3
9156,16246,61,5.33,10
9157,29110,61,10.52,89
9158,23764,61,8.97,91.3
9159,28766,61,12.38,31
9160,24957,61,6.07,40.4
9161,7018,61,0,54
9162,15345,61,17.3,41.2
9163,22011,61,0,29.8
9164,23805,61,4.2,22.3
9165,13586,61,0,87.8
9166,22933,61,2.75,49.3
9167,10974,61,15.57,56.7
9168,10,61,8.85,76.3
9169,564,61,0,79.3
9170,12031,61,4.86,26.6
9171,531,61,0,54.5
9172,27039,61,7.09,1
9173,17088,61,0,42.9
9174,5693,61,9.59,46.2
9175,19624,61,11.44,65.4
9176,1221,61,12.6,30.8
9177,27976,61,12.68,33.5
9178,4183,61,7.29,16.5
9179,4368,61,11.35,67
9180,3792,61,2.75,10.9
9181,1280,61,0.58,31.4
9182,20123,61,9.71,68.4
9183,21938,61,6.13,49.9
9184,26765,61,7.29,30.7
9185,1650,61,10.85,30.2
9186,18078,61,11.56,42.4
9187,25796,61,12.87,79.9
9188,25011,61,13.58,29.3
9189,26449,61,0,72.1
9190,14710,61,9.46,37.6
9191,9608,61,9.15,10.1
9192,9190,61,7.08,37.9
9193,4606,61,1.55,59.5
9194,911,61,6.02,68.8
9195,23558,61,10.16,99.7
9196,27054,61,13.59,52.3
9197,9885,61,0.76,47.9
9198,9786,61,0,81.2
9199,24380,61,13.71,62.9
9200,27409,61,7.05,35
9201,8705,61,8.87,65.4
9202,12394,61,12.62,20.3
9203,2673,61,7.63,77.5
9204,27721,61,0,67.9
9205,3526,61,16.33,35
9206,10730,61,8.56,62.3
9207,2163,61,3.5,1
9208,26999,61,8.26,54.5
9209,13863,61,8.19,42.1
9210,11919,61,3.91,99.9
9211,27740,61,0.15,34.5
9212,6026,61,2.49,17.9
9213,4770,61,14.11,38.2
9214,21005,61,14.25,77.7
9215,1685,62,11.43,53.8
9216,10086,62,3.34,15
9217,8272,62,8.19,3.7
9218,153,62,4.96,46.7
9219,15180,62,8.92,6.2
9220,21972,62,8.65,55
9221,13118,62,9.55,40.4
9222,21701,62,11.39,8.2
9223,3594,62,7.83,8.9
9224,12082,62,4.36,43
9225,6761,62,8.06,66
9226,17211,62,3.88,61.3
9227,5195,62,2.11,50
9228,22220,62,8.1,30.4
9229,6056,62,12.02,48.5
9230,29879,62,8.43,72.4
9231,29042,62,3.08,67.2
9232,8982,62,12.99,66.5
9233,27187,62,7.56,46.4
9234,11128,62,14.16,46.5
9235,11518,62,3.44,25.9
9236,27728,62,14.46,69.6
9237,28804,62,1.23,64.8
9238,10032,62,12.75,50.9
9239,22970,62,8.67,36.3
9240,19102,62,2.11,13.8
9241,12483,62,5.78,6.4
9242,3910,62,9.03,28.5
9243,17469,62,2.7,68.2
9244,2737,62,11.2,37.7
9245,29963,62,9.95,80.5
9246,17736,62,8,45.4
9247,22668,62,11.45,16.4
9248,2290,62,0.35,21.3
9249,10769,62,8.71,75.1
9250,6286,62,10.83,68.8
9251,8084,62,10.05,47.3
9252,16848,62,11.22,66.3
9253,14889,62,9.43,23.7
9254,29320,62,3.87,37.4
9255,12242,62,11.64,43.4
9256,2177,62,5.94,35.5
9257,4579,62,15.11,74
9258,23881,62,8.14,66.8
9259,14995,62,13.58,23.4
9260,11547,62,7.02,56.1
9261,15724,62,13.24,60.9
9262,23218,62,11.57,19.5
9263,14262,62,13.83,39.8
9264,17428,62,14.39,37
9265,15270,62,3.37,43
9266,12911,62,7.97,41.7
9267,12579,62,10.73,23.6
9268,8335,62,11.3,6
9269,5601,62,0,14.2
9270,15620,62,10.56,47.2
9271,5362,62,15.35,92.8
9272,29853,62,1.62,39.6
9273,891,62,6.77,66
9274,26429,62,7.35,29.5
9275,17481,62,8.94,51
9276,9977,62,6.66,39.8
9277,613,62,7.61,57.4
9278,8605,62,13.15,62.9
9279,24687,62,13.41,40.1
9280,29081,62,15.18,21
9281,19365,62,0,56.6
9282,13438,62,20.9,41.4
9283,21793,62,7.29,55.2
9284,17364,62,9.37,57.4
9285,13631,62,5.48,19
9286,23709,62,2.91,23.9
9287,25880,62,7.71,24.2
9288,15794,62,0.27,67.3
9289,17424,62,0.28,70.4
9290,24239,62,9.19,35.9
9291,3676,62,1.3,44.5
9292,24393,62,18.23,34
9293,28729,62,16.01,20.6
9294,21803,62,9.05,55.2
9295,108,62,12.56,76.3
9296,14543,62,9.88,48.8
9297,15318,62,5,76.6
9298,13532,62,11.72,51.3
9299,10195,62,13,74.4
9300,13325,62,9.05,49.2
9301,24010,62,12.82,46.2
9302,20683,62,7.39,93.4
9303,29066,62,0,16.2
9304,23423,62,10.65,28.3
9305,16058,62,22.03,103.4
9306,23515,62,9.06,53.7
9307,454,62,13.01,74.3
9308,679,62,10.25,55.5
9309,2012,62,7.93,13.9
9310,22474,62,8.55,13.6
9311,17097,62,0,29.8
9312,3671,62,4.16,29
9313,18366,62,4.94,1
9314,6372,62,15.28,10.6
9315,3949,62,14.82,41.9
9316,22433,62,10.14,72.4
9317,3424,62,10.32,39.7
9318,15437,62,5.37,29.9
9319,3944,62,1.92,2.2
9320,25392,62,5.66,64.5
9321,25534,62,0,28.1
9322,5595,62,0.03,31.6
9323,22755,62,6.3,67.3
9324,6238,62,0,88.8
9325,22235,62,18.2,77.7
9326,26016,62,5.34,28.8
9327,8796,62,0,40.1
9328,13305,62,13.51,32.2
9329,12809,62,9.27,60.4
9330,24408,62,6.02,55.4
9331,17268,62,4.63,49.3
9332,5273,62,7.67,31.9
9333,10366,62,13.38,43.3
9334,11433,62,14.65,55.5
9335,7391,62,7.6,43.3
9336,22601,62,11.62,23.2
9337,359,62,7.59,73.6
9338,27919,62,4.65,35
9339,17190,62,10.32,17.2
9340,21611,62,4.17,56.4
9341,20297,63,13.19,57.4
9342,24602,63,0,67.6
9343,8603,63,12.24,100.9
9344,20013,63,15.09,71.9
9345,23125,63,12.56,76.9
9346,21052,63,10.16,45.7
9347,9205,63,8.3,41.2
9348,24610,63,0,46
9349,3748,63,4.05,57.2
9350,7509,63,9.5,41
9351,16189,63,7.1,45.4
9352,28935,63,13.58,67.2
9353,27344,63,8.3,26.1
9354,4794,63,3.29,73.4
9355,7204,63,5.65,74.2
9356,17418,63,6.9,62.6
9357,17581,63,8.45,44.6
9358,10034,63,13.37,3.5
9359,7929,63,9.71,72.8
9360,21136,63,13.34,74.3
9361,20159,63,9.68,23.2
9362,8657,63,8.32,43.2
9363,26091,63,7.48,38.3
9364,11353,63,3.7,47
9365,17721,63,13.2,80.4
9366,8157,63,9.49,16.9
9367,29965,63,7.03,53
9368,24101,63,8.94,89.6
9369,23036,63,9.41,65.9
9370,18337,63,11.13,24.9
9371,24556,63,4.08,78.9
9372,9254,63,13.03,16.7
9373,16038,63,7.16,55
9374,12656,63,7.67,23.8
9375,8782,63,3.91,1
9376,25577,63,6.45,54.6
9377,3553,63,8.66,48.8
9378,6073,63,0,45.1
9379,24539,63,6.8,6.3
9380,15295,63,9.79,58.1
9381,4117,63,13.69,35.5
9382,3045,63,7.66,45
9383,21997,63,14.22,35.8
9384,1149,63,12.04,57.3
9385,26187,63,8.42,45.2
9386,10091,63,3.86,79.5
9387,1437,63,6.69,118.8
9388,10838,63,6.42,63.9
9389,3559,63,12.48,38.3
9390,14935,63,4.34,32.6
9391,14922,63,19.37,77.3
9392,14791,63,16.24,71.1
9393,14260,63,5.1,5.3
9394,10760,63,9.74,11.3
9395,5986,63,13.64,55.9
9396,3547,63,11.34,1
9397,20620,63,6.4,6.4
9398,19850,63,0.92,10.7
9399,21977,63,2.76,41.4
9400,4021,63,6.35,47.2
9401,8336,63,0,65.5
9402,9184,63,10.19,26
9403,14111,63,8.06,53.2
9404,6986,63,10.43,45.3
9405,1946,63,12.09,94.7
9406,16527,63,0.58,67.6
9407,8454,63,7.33,68.7
9408,4206,63,13.8,40.5
9409,21971,63,11.87,40.9
9410,22408,63,5.05,23.5
9411,15221,63,4.25,25.2
9412,26015,63,10.98,44.7
9413,2401,63,6.28,60.2
9414,2576,63,17.84,57.4
9415,3227,63,1,81.2
9416,28728,63,17.57,16.8
9417,22214,63,13.86,59.2
9418,703,63,12.44,1
9419,7466,63,8.32,42.4
9420,28964,63,1.77,50.5
9421,15315,63,3.41,11.4
9422,5201,63,11.38,65.2
9423,4095,63,2.06,31.7
9424,2759,63,2.17,26.1
9425,26452,63,5.57,85.7
9426,29416,63,7.21,19.7
9427,28695,63,13.51,41.9
9428,6066,63,1.93,48.4
9429,14322,63,6.77,5.9
9430,27367,63,5.3,74
9431,18593,63,9.34,28.6
9432,5809,63,12.82,20.1
9433,7429,63,9.18,18.5
9434,21432,63,9.15,39.5
9435,1308,63,4.31,82.3
9436,22823,63,0.81,20.1
9437,11993,63,5.55,1
9438,15574,63,18,57.8
9439,25624,63,7.54,30
9440,19584,63,9.63,50.9
9441,10986,63,7.48,34.6
9442,1957,63,7.96,61.7
9443,16149,63,14.46,8.1
9444,22243,63,9.49,48.1
9445,11080,63,3.16,70.1
9446,22207,63,7.5,55.8
9447,17346,63,5.3,47.5
9448,4502,63,7.23,40.1
9449,14608,63,0,36
9450,29294,63,4.09,42.5
9451,14223,63,11.75,35
9452,53,63,13.5,51.4
9453,9616,63,6.65,47.6
9454,982,63,8.79,66.2
9455,5597,63,9.19,50.9
9456,22754,63,6.01,46.1
9457,20435,63,3.67,63.7
9458,8806,63,10.35,46.5
9459,5497,63,10.84,4.7
9460,19810,63,2.81,64.4
9461,22082,63,5.38,45.7
9462,29777,63,7.55,102.6
9463,12614,63,4.8,58
9464,27881,63,14.51,58.9
9465,14725,63,3.96,29.1
9466,14576,63,12.23,59.5
9467,18875,63,15.82,35.3
9468,27147,63,0,73.1
9469,19623,63,6.66,58.4
9470,29230,63,4.88,33.8
9471,24869,63,18.44,62.3
9472,29182,63,12.97,77.8
9473,26374,63,6.3,47.2
9474,6165,63,5.66,60.4
9475,24828,63,4.79,36.4
9476,13258,64,6.58,65.3
9477,6771,64,3.81,86.5
9478,27667,64,7.89,73.2
9479,29006,64,6.53,49.9
9480,15110,64,11.07,86.1
9481,10095,64,3.54,18
9482,11040,64,6.17,52.5
9483,18706,64,9.81,102.4
9484,11068,64,15.7,31.5
9485,2018,64,9.55,68.5
9486,1627,64,10.59,22.7
9487,2439,64,9.53,17.7
